code,employee_name,group,item_code,item_group_name,category,brand,item_name,qty,price,total,i_group
S-01-12-2023-274052,Munna - 053,JFP,22795,New Devices,Cat Mobile,CAT,Cat S22 Flip 2/16GB (New),1,8500,8500.0,N|A
S-01-12-2023-274050,Abu Sufian - 183,B.City,5579,Used Devices,iPhone - Used,Apple,iPhone 12 64GB Black e-Sim (Used),1,54000,54000.0,Devices
S-01-12-2023-274048,Zahid - 217,B.City,23337,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro,1,1050,1050.0,N|A
S-01-12-2023-274046,Shimul-320,JFP,20784,Smart Watch,Smart Watch,Kospet,KOSPET TANK T2 Smartwatch - Silver,1,5300,5300.0,Smart Watch
S-01-12-2023-274045,Tanver - 321,TS,569,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 3Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274045,Tanver - 321,TS,2786,Outfits,iPad Screen Protector,Anank,Anank 3D Tempered Glass Pro 9H for iPad Pro 12.9 inch,1,1500,1500.0,N|A
S-01-12-2023-274044,Zahid - 217,B.City,2293,Outfits,Macbook Cover,WiWu,WiWU iShield Ultra Thin Hard Shell Case for MacBook Air - 13.3 inch - Black,1,1850,1850.0,N|A
S-01-12-2023-274040,Abu Sufian - 183,B.City,5616,Power & Smart Tech,Power Adapter,Anker,Anker PowerPort III 20W Cube,1,1150,1150.0,Power Tech
S-01-12-2023-274038,Uzzal - 166,B.City,5616,Power & Smart Tech,Power Adapter,Anker,Anker PowerPort III 20W Cube,1,1150,1150.0,Power Tech
S-01-12-2023-274033,Arif - 007,B.City,22069,Outfits,Phone Cover,K-Doo,KZDOO Guardian Case for iPhone 14 - Blue,1,550,550.0,N|A
S-01-12-2023-274032,Ayan - 119,B.City,23817,Outfits,Phone Camera Protector,kuzoom,Kuzoom Lens Protector for iPhone 15 Pro / 15 Pro Max - Natural,1,800,800.0,N|A
S-01-12-2023-274032,Ayan - 119,B.City,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-274032,Ayan - 119,B.City,22808,Outfits,Phone Cover,Momax,Momax CaseForm PLAY Magnetic Case for iPhone 15 Pro Max - Transparent,1,1500,1500.0,N|A
S-01-12-2023-274032,Ayan - 119,B.City,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,170500,170500.0,Devices
S-01-12-2023-274029,Abu Sufian - 183,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274028,Zahid - 217,B.City,22534,Used Devices,Samsung Mobile - Used,Samsung,Samsung Note20 Ultra 5G 12/128GB Mystic Black Single Sim SD (Used),1,40000,40000.0,N|A
S-01-12-2023-274027,Ridwan-319,JFP,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-274027,Ridwan-319,JFP,23125,Outfits,Phone Camera Protector,kuzoom,Kuzoom Lens Protector for iPhone 15 Pro / 15 Pro Max - Black,1,650,650.0,N|A
S-01-12-2023-274027,Ridwan-319,JFP,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,171500,171500.0,Devices
S-01-12-2023-274025,Arif - 007,B.City,22210,New Devices,Google Mobile - Renewed,Google,Google Pixel 3A XL 4/64GB Clearly White (Renewed),1,16500,16500.0,N|A
S-01-12-2023-274024,Ashish - 014,TS,303,Apple Accessories,Power Adapter,Apple,Apple 30W USB-C Power Adapter (New),1,3500,3500.0,Power Tech
S-01-12-2023-274023,Sakib - 334,TS,316,Apple Accessories,Audio Converter,Apple,Apple Lightning to 3.5mm Headphone Jack Adapter (New),1,1800,1800.0,Smart Tech
S-01-12-2023-274022,Ayan - 119,B.City,21899,New Devices,Realme Mobile,Realme,Realme 11 Pro+ 5G 8/256GB Oasis Green (New),1,38700,38700.0,Devices
S-01-12-2023-274021,Zahid - 217,B.City,23798,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi 12 4/128GB IND Pastel Blue (New),1,14000,14000.0,Devices
S-01-12-2023-274021,Zahid - 217,B.City,22836,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi Note 12 4G 8/256GB INT Mint Green (New),1,20200,20200.0,Devices
S-01-12-2023-274020,Shimul-320,JFP,5603,Power & Smart Tech,Power Adapter,Google,Google 30W Type-C Charger - Non Authorized (New),1,2500,2500.0,Power Tech
S-01-12-2023-274019,Ashish - 014,TS,23020,Outfits,Phone Cover,,Silicone Case with MagSafe for iPhone 15 Pro Max - Storm Blue,1,1200,1200.0,N|A
S-01-12-2023-274018,Mehedi - 165,B.City,22381,Speaker / Headphone,Airpods / Buds / Dots,Qcy,QCY ArcBuds HT07 - Black,1,2200,2200.0,Sound Tech
S-01-12-2023-274015,Matin - 209,JFP,20174,Outfits,Phone Screen Protector,Mohave,Mohave Premium Screen Protector film with Installation Box for Galaxy S22 Ultra/ S23 Ultra,1,1500,1500.0,N|A
S-01-12-2023-274015,Matin - 209,JFP,19749,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 12/256GB Green Dual Sim SD (New),1,107000,107000.0,Devices
S-01-12-2023-274015,Matin - 209,JFP,7279,Power & Smart Tech,Power Adapter,Samsung,Samsung 45W USB C Wall Charger With Type C Cable 3pin - 5A/1.8M - Black,1,3900,3900.0,Power Tech
S-01-12-2023-274013,Shuvo - 024,TS,20,Speaker / Headphone,Wired Headphone,OnePlus,OnePlus Bullets Earphones - Type-C,1,1460,1460.0,Sound Tech
S-01-12-2023-274009,Shawon - 031,B.City,23342,Outfits,Phone Screen Protector,Anank,Anank 3D Curved Clear Screen Protector for iPhone 15,1,750,750.0,N|A
S-01-12-2023-274009,Shawon - 031,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274009,Shawon - 031,B.City,3537,New Devices,iPhone,Apple,iPhone 13 128GB Pink e-Sim (New),1,78500,78500.0,Devices
S-01-12-2023-274008,Abu Sufian - 183,B.City,23133,Outfits,Phone Cover,,Spigen Ultra Hybrid MagFit Case for iPhone 15 Pro Max - Crystal Clear,1,900,900.0,N|A
S-01-12-2023-274004,Ridwan-319,JFP,3824,New Devices,Samsung Tab,Samsung,Samsung Tab A7 Lite 3/32GB LTE Gray (New) - SM-T225,1,18000,18000.0,Devices
S-01-12-2023-274001,Ayan - 119,B.City,23346,Outfits,Phone Camera Protector,Anank,Anank AR Circle Lens Guard for iPhone 15 Pro/15 Pro Max - Black,1,850,850.0,N|A
S-01-12-2023-274001,Ayan - 119,B.City,23339,Outfits,Phone Screen Protector,Anank,Anank 2.5D Privacy Glass Screen Protector for iPhone 15,1,1100,1100.0,N|A
S-01-12-2023-274001,Ayan - 119,B.City,22945,Apple Accessories,Wired Headphone,Apple,Apple EarPods with Type-C Connector - Apple Authorized (New),1,3200,3200.0,Sound Tech
S-01-12-2023-274001,Ayan - 119,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274001,Ayan - 119,B.City,22906,New Devices,iPhone,Apple,iPhone 15 Pro 256GB Blue Titanium e-Sim (New),1,156000,156000.0,Devices
S-01-12-2023-273998,Zahid - 217,B.City,21871,Outfits,iPad Screen Protector,WiWu,WiWu iVista Super Hardness Glass for iPad 10.2 inch,1,1500,1500.0,N|A
S-01-12-2023-273996,Uzzal - 166,B.City,21561,New Devices,Nokia Mobile,Nokia,Nokia 8210 4G Red (New),1,6050,6050.0,Devices
S-01-12-2023-273992,Mehedi - 191,TS,6948,Apple Accessories,Airpods / Buds / Dots,Apple,Apple AirPods Pro 2nd Generation (New),1,27000,27000.0,Sound Tech
S-01-12-2023-273991,Juel - 317,M.Plaza,22381,Speaker / Headphone,Airpods / Buds / Dots,Qcy,QCY ArcBuds HT07 - Black,1,2200,2200.0,Sound Tech
S-01-12-2023-273989,Mehedi - 191,TS,4429,Power & Smart Tech,Casting Device,Amazon,Amazon Fire TV Stick 4K MAX - Black,1,5700,5700.0,Smart Tech
S-01-12-2023-273987,Mehedi - 191,TS,22131,Outfits,TAB Cover,Levelo,Levelo Leather Flip Case for Galaxy Tab S6 Lite - Night Green,1,1500,1500.0,N|A
S-01-12-2023-273986,Mehedi - 165,B.City,23820,Outfits,iPad Cover,WiWu,WiWU Classic II Case for iPad - 10.2/10.5 inch - Dark Blue,1,1800,1800.0,N|A
S-01-12-2023-273986,Mehedi - 165,B.City,2785,Outfits,iPad Screen Protector,Anank,Anank 3D Tempered Glass Pro 9H for iPad 10.2 inch,1,1500,1500.0,N|A
S-01-12-2023-273986,Mehedi - 165,B.City,22606,Laptop + iPad Accessories,Stylus/Pencil,Anker,Anker Pencil Capacitive Stylus Pen A7139 - White,1,2300,2300.0,Smart Tech
S-01-12-2023-273986,Mehedi - 165,B.City,3362,New Devices,iPad,Apple,iPad 9th Gen 64GB WiFi Space Gray (New),1,39500,39500.0,Devices
S-01-12-2023-273985,Ashish - 014,TS,21085,Smart Watch,Smart Watch,Amazfit,Amazfit GTR 2 Smart Watch - New Version - Thunder Black,1,12500,12500.0,Smart Watch
S-01-12-2023-273984,Ashish - 014,TS,22902,New Devices,iPhone,Apple,iPhone 15 Pro 128GB Natural Titanium e-Sim (New),1,150000,150000.0,Devices
S-01-12-2023-273983,Tanver - 321,TS,6231,New Devices,MacBook,Apple,Apple MacBook Air 13.6'' M2 8-CPU 8-GPU 8/256GB Space Gray - MLXW3 (New),1,129500,129500.0,Devices
S-01-12-2023-273981,Azizul - 223,TS,21576,New Devices,Google Mobile,Google,Google Pixel 7a 8/128GB Sea (New),1,47500,47500.0,Devices
S-01-12-2023-273980,Ahmed - 257,TS,22648,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi 11 Prime 4/64GB IND Flashy Black (New),1,13000,13000.0,Devices
S-01-12-2023-273980,Ahmed - 257,TS,22495,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi 11 Prime 4/64GB IND Peppy Purple (New),1,13000,13000.0,Devices
S-01-12-2023-273979,Mahmud - 337,TS,1972,Speaker / Headphone,Audio Converter,Samsung,Samsung USB-C to 3.5mm Headphone Jack Adapter (New) - White,1,1500,1500.0,Smart Tech
S-01-12-2023-273977,Ashish - 014,TS,2315,Power & Smart Tech,Power Bank,Baseus,Baseus Bipow Digital Display 20W Power Bank 20000mAh - Black,2,2250,4500.0,Power Tech
S-01-12-2023-273974,Zahid - 217,B.City,20284,Laptop + iPad Accessories,Stylus/Pencil,Baseus,Baseus PS011 Smooth Writing 2 Series Stylus with LED Indicator - Active + Passive - White,1,3000,3000.0,Smart Tech
S-01-12-2023-273973,Safayet - 163,B.City,2285,Outfits,Macbook Cover,WiWu,WiWU Skin Pro II for MacBook Air - 13 inch - Brown,1,2200,2200.0,N|A
S-01-12-2023-273968,Mehedi - 191,TS,20784,Smart Watch,Smart Watch,Kospet,KOSPET TANK T2 Smartwatch - Silver,1,5300,5300.0,Smart Watch
S-01-12-2023-273967,Shawon - 031,B.City,22673,Used Devices,MacBook - Used,Apple,Apple MacBook Air 13.6'' M2 8-CPU 8-GPU 8/256GB Starlight - MLY13 (Used),1,115000,115000.0,N|A
S-01-12-2023-273966,Zahid - 217,B.City,22035,Outfits,Phone Cover,,Silicone Protective Case with MagSafe for iPhone 14 - Midnight,1,1000,1000.0,N|A
S-01-12-2023-273966,Zahid - 217,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-273966,Zahid - 217,B.City,912,Apple Accessories,Data Cable,Apple,Apple USB-C to Lightning Cable 1m - Non Authorized (New),1,1000,1000.0,Power Tech
S-01-12-2023-273966,Zahid - 217,B.City,19633,Used Devices,iPhone - Used,Apple,iPhone 14 128GB Midnight e-Sim (Used),1,81000,81000.0,Devices
S-01-12-2023-273965,Mehedi - 191,TS,4684,Speaker / Headphone,Over Ear Headphones,Anker,Anker Life Q20+ Over Ear Headphone - Black,1,5800,5800.0,Sound Tech
S-01-12-2023-273964,Ayan - 119,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-273964,Ayan - 119,B.City,6980,Outfits,Phone Screen Protector,Joyroom,Joyroom Privacy Glass Protector for iPhone 14 Pro Max,1,1000,1000.0,N|A
S-01-12-2023-273964,Ayan - 119,B.City,22053,Outfits,Phone Cover,,Silicone Protective Case with MagSafe for iPhone 14 Pro Max - Elderberry,1,1200,1200.0,N|A
S-01-12-2023-273964,Ayan - 119,B.City,7073,New Devices,iPhone,Apple,iPhone 14 Pro Max 256GB Gold e-Sim (New),1,140000,140000.0,Devices
S-01-12-2023-273956,Azizul - 223,TS,23619,Outfits,Phone Cover,,Leather Case With MagSafe for iPhone 15 Pro Max - Taupe,1,1200,1200.0,N|A
S-01-12-2023-273953,Shawon - 031,B.City,6230,New Devices,MacBook,Apple,Apple MacBook Air 13.6'' M2 8-CPU 8-GPU 8/256GB Midnight - MLY33 (New),1,129500,129500.0,Devices
S-01-12-2023-273952,Mehedi - 191,TS,21294,Speaker / Headphone,Wireless Headphone,Oraimo,Oraimo Shark 4 Neckband Wireless Earphone - Blue,1,1500,1500.0,Sound Tech
S-01-12-2023-273945,Ahmed - 257,TS,7335,New Devices,Google Mobile,Google,Google Pixel 7 Pro 12/128GB Snow (New),1,79000,79000.0,Devices
S-01-12-2023-273945,Ahmed - 257,TS,5603,Power & Smart Tech,Power Adapter,Google,Google 30W Type-C Charger - Non Authorized (New),1,2500,2500.0,Power Tech
S-01-12-2023-273922,Ridwan-319,JFP,22881,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Blue Titanium e-Sim (New),1,170500,170500.0,Devices
S-01-12-2023-273922,Ridwan-319,JFP,22888,Outfits,Phone Camera Protector,kuzoom,Kuzoom Lens Protector for iPhone 15 Pro / 15 Pro Max - Blue,1,650,650.0,N|A
S-01-12-2023-273922,Ridwan-319,JFP,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-273892,Robin - 241,TS,23074,New Devices,Realme Mobile,Realme,Realme 11 Pro 5G 8/256GB Sunrise Beige (New),1,33300,33300.0,Devices
S-01-12-2023-273892,Robin - 241,TS,1049,Speaker / Headphone,Wired Headphone,QKZ,QKZ DM10 In-Ear Earphone - 3.5mm,2,500,1000.0,Sound Tech
S-01-12-2023-273892,Robin - 241,TS,22764,Outfits,Phone Screen Protector,,UV Glass Protector for Honor X9a/ Realme 11 Pro,1,500,500.0,N|A
S-01-12-2023-273890,Safayet - 163,B.City,6008,Outfits,Phone Cover,Magic mask,Magic Mask Hard TPU Case For iPhone 11,1,300,300.0,N|A
S-01-12-2023-273890,Safayet - 163,B.City,5616,Power & Smart Tech,Power Adapter,Anker,Anker PowerPort III 20W Cube,1,1150,1150.0,Power Tech
S-01-12-2023-273890,Safayet - 163,B.City,352,New Devices,iPhone,Apple,iPhone 11 128GB White e-Sim Slim Box (New),1,66000,66000.0,Devices
S-01-12-2023-273827,Towshik - 245,TS,22628,New Devices,Samsung Mobile,Samsung,Samsung S22 Ultra 5G 8/128GB Phantom Black Dual Sim SD (New),1,84500,84500.0,Devices
S-01-12-2023-273827,Towshik - 245,TS,5358,Power & Smart Tech,Power Adapter,Samsung,Samsung 25W USB-C Wall Charger 2Pin - Black,1,2000,2000.0,Power Tech
S-01-12-2023-273827,Towshik - 245,TS,20174,Outfits,Phone Screen Protector,Mohave,Mohave Premium Screen Protector film with Installation Box for Galaxy S22 Ultra/ S23 Ultra,1,1500,1500.0,N|A
S-01-12-2023-273827,Towshik - 245,TS,2573,Outfits,Polly / Sticker,,Clear Polly (7''),1,200,200.0,N|A
S-01-12-2023-273823,Ahmed - 257,TS,23755,New Devices,Samsung Mobile,Samsung,Samsung S23 5G 8/256GB Graphite Dual Sim SD (New),1,81000,81000.0,Devices
S-01-12-2023-273788,Mahmud - 337,TS,22864,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi Note 12 4G 8/256GB INT Onyx Gray (New),1,20100,20100.0,Devices
S-01-12-2023-273749,Robin - 241,TS,22937,Speaker / Headphone,Wireless Headphone,OnePlus,OnePlus Bullets Wireless Z2 ANC - Green,1,3700,3700.0,Sound Tech
S-01-12-2023-273707,Ahmed - 257,TS,1033,New Devices,MacBook,Apple,Apple MacBook Air 13 M1 8-CPU 7-GPU 8/256GB Silver - MGN93 (New),1,100000,100000.0,Devices
S-01-12-2023-273648,Mehedi - 191,TS,21574,Power & Smart Tech,Power Bank,Baseus,Baseus Star Lord Digital Display 22.5W Power Bank 30000mAh,1,3100,3100.0,Power Tech
S-01-12-2023-273636,Towshik - 245,TS,23361,Power & Smart Tech,Gaming Accessories,Plextone,Plextone EX2 Pro RGB Magnetic Radiator Phone Cooler,1,1450,1450.0,Smart Tech
S-01-12-2023-273576,Tanver - 321,TS,20530,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 8/256GB Green Dual Sim SD (New),1,100500,100500.0,Devices
S-01-12-2023-273576,Tanver - 321,TS,7279,Power & Smart Tech,Power Adapter,Samsung,Samsung 45W USB C Wall Charger With Type C Cable 3pin - 5A/1.8M - Black,1,3900,3900.0,Power Tech
S-01-12-2023-273504,Tanver - 321,TS,4950,New Devices,Samsung Mobile,Samsung,Samsung S21 FE 5G 6/128GB Graphite Dual Sim SD (New),1,47000,47000.0,Devices
S-01-12-2023-273372,Robin - 241,TS,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,171500,171500.0,Devices
S-01-12-2023-273372,Robin - 241,TS,569,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 3Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-273372,Robin - 241,TS,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1050,1050.0,N|A
S-01-12-2023-273318,Towshik - 245,TS,23176,Apple Accessories,Smart Watch,Apple,Apple Watch Series 9 45mm Startlight (New),1,55500,55500.0,Smart Watch
S-01-12-2023-273293,Bappy - 336,TS,7623,New Devices,Google Mobile,Google,Google Pixel 7 8/128GB Snow (New),1,55500,55500.0,Devices
S-01-12-2023-273293,Bappy - 336,TS,19858,Power & Smart Tech,Power Adapter,Anker,Anker 511 Charger Nano 3 - 30W - White,1,1650,1650.0,Power Tech
S-01-12-2023-273293,Bappy - 336,TS,22989,Smart Watch,Smart Watch,Amazfit,Amazfit Pop 3S Calling Smart Watch - Black,1,5050,5050.0,Smart Watch
S-01-12-2023-272368,Towshik - 245,TS,22951,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB White Titanium e-Sim (New),1,172500,172500.0,Devices
S-01-12-2023-272368,Towshik - 245,TS,22892,Outfits,Phone Screen Protector,Joyroom,Joyroom HD Screen Protector for iPhone 15 Pro Max,1,1000,1000.0,N|A
S-01-12-2023-272368,Towshik - 245,TS,23347,Outfits,Phone Camera Protector,Anank,Anank AR Circle Lens Guard for iPhone 15 Pro/15 Pro Max - Transparent,1,850,850.0,N|A
S-01-12-2023-268245,Ashish - 014,TS,19328,New Devices,iPad,Apple,iPad Pro M2 11 128GB WiFi+Cellular Space Gray (New),1,112000,112000.0,Devices
S-01-12-2023-268245,Ashish - 014,TS,22099,Outfits,iPad Cover,Levelo,Levelo Leather Flip Case for iPad 10.9 / 11 inch - Black,1,1800,1800.0,N|A
S-01-12-2023-268245,Ashish - 014,TS,1984,Outfits,iPad Screen Protector,WiWu,WiWu Paperlike Screen Protector for iPad Air 10.9 / Pro 11- inch,1,1000,1000.0,N|A
